in s,C1 in V,C2 in V,C3 in V
4.955400E+00,1.50635E+01,1.77979E+01,9.08203E-02
4.956000E+00,1.43311E+01,1.60400E+01,3.61328E-02
4.956000E+00,1.50635E+01,1.77979E+01,9.27734E-02
4.956600E+00,1.43311E+01,1.57959E+01,3.80859E-02
4.956600E+00,1.51123E+01,1.77002E+01,9.27734E-02
4.957200E+00,1.43311E+01,1.57959E+01,3.02734E-02
4.957200E+00,1.51123E+01,1.70166E+01,1.02539E-01
4.957800E+00,1.43311E+01,1.58447E+01,2.24609E-02
4.957800E+00,1.50146E+01,1.71143E+01,1.06445E-01
4.958400E+00,1.43311E+01,1.59424E+01,2.24609E-02
4.958400E+00,1.51123E+01,1.74561E+01,1.06445E-01
4.959000E+00,1.43311E+01,1.64795E+01,1.46484E-02
4.959000E+00,1.51123E+01,1.76514E+01,1.16211E-01
4.959600E+00,1.43311E+01,1.65771E+01,1.46484E-02
4.959600E+00,1.51123E+01,1.76514E+01,1.16211E-01
4.960200E+00,1.43311E+01,1.61377E+01,2.24609E-02
4.960200E+00,1.51123E+01,1.76025E+01,1.00586E-01
4.960800E+00,1.43311E+01,1.59424E+01,2.24609E-02
4.960800E+00,1.50146E+01,1.75049E+01,1.06445E-01
4.961400E+00,1.43311E+01,1.59424E+01,1.85547E-02
4.961400E+00,1.51123E+01,1.69189E+01,1.10352E-01
4.962000E+00,1.43311E+01,1.59424E+01,1.85547E-02
4.962000E+00,1.51123E+01,1.73584E+01,1.10352E-01
4.962600E+00,1.43311E+01,1.61865E+01,2.05078E-02
4.962600E+00,1.50635E+01,1.77002E+01,1.02539E-01
4.963200E+00,1.43311E+01,1.67725E+01,3.41797E-02
4.963200E+00,1.50635E+01,1.78955E+01,9.08203E-02
4.963800E+00,1.43799E+01,1.65283E+01,3.61328E-02
4.963800E+00,1.50635E+01,1.83838E+01,9.08203E-02
4.964400E+00,1.43799E+01,1.60889E+01,3.61328E-02
4.964400E+00,1.51123E+01,1.83838E+01,9.08203E-02
4.965000E+00,1.43799E+01,1.60889E+01,3.22266E-02
4.965000E+00,1.51123E+01,1.74072E+01,9.47266E-02
4.965600E+00,1.43799E+01,1.61377E+01,2.44141E-02
4.965600E+00,1.50635E+01,1.73096E+01,9.47266E-02
4.966200E+00,1.43311E+01,1.62354E+01,-6.83594E-03
4.966200E+00,1.51123E+01,1.77979E+01,1.00586E-01
4.966800E+00,1.43311E+01,1.65771E+01,-6.83594E-03
4.966800E+00,1.51123E+01,1.80420E+01,1.04492E-01
4.967400E+00,1.43311E+01,1.70166E+01,8.78906E-03
4.967400E+00,1.50635E+01,1.80420E+01,1.10352E-01
4.968000E+00,1.43311E+01,1.63330E+01,8.78906E-03
4.968000E+00,1.50635E+01,1.80420E+01,1.10352E-01
4.968600E+00,1.43799E+01,1.59912E+01,2.83203E-02
4.968600E+00,1.51123E+01,1.77490E+01,9.47266E-02
4.969200E+00,1.43799E+01,1.59912E+01,1.46484E-02
4.969200E+00,1.51123E+01,1.73096E+01,1.04492E-01
4.969800E+00,1.43311E+01,1.61377E+01,1.46484E-02
4.969800E+00,1.51123E+01,1.74561E+01,1.08398E-01
4.970400E+00,1.43311E+01,1.62354E+01,1.66016E-02
4.970400E+00,1.51123E+01,1.78467E+01,1.08398E-01
4.971000E+00,1.43799E+01,1.67725E+01,1.66016E-02
4.971000E+00,1.51123E+01,1.79932E+01,9.86328E-02
4.971600E+00,1.43799E+01,1.65283E+01,3.61328E-02
4.971600E+00,1.51123E+01,1.79932E+01,8.88672E-02
4.972200E+00,1.43799E+01,1.61865E+01,3.61328E-02
4.972200E+00,1.50635E+01,1.79443E+01,8.88672E-02
4.972800E+00,1.43799E+01,1.59912E+01,3.41797E-02
4.972800E+00,1.50635E+01,1.73096E+01,8.49609E-02
4.973400E+00,1.43799E+01,1.59912E+01,3.02734E-02
4.973400E+00,1.51123E+01,1.70654E+01,8.49609E-02
4.974000E+00,1.43799E+01,1.61377E+01,1.85547E-02
4.974000E+00,1.51123E+01,1.76025E+01,8.69141E-02
4.974600E+00,1.43799E+01,1.63818E+01,2.92969E-03
4.974600E+00,1.51123E+01,1.79443E+01,1.02539E-01
4.975200E+00,1.43799E+01,1.69189E+01,2.92969E-03
4.975200E+00,1.51123E+01,1.79932E+01,1.10352E-01
4.975800E+00,1.43799E+01,1.66260E+01,1.26953E-02
4.975800E+00,1.51123E+01,1.80420E+01,1.14258E-01
4.976400E+00,1.43799E+01,1.60889E+01,1.26953E-02
4.976400E+00,1.50635E+01,1.80420E+01,1.14258E-01
4.977000E+00,1.43799E+01,1.60889E+01,2.83203E-02
4.977000E+00,1.51123E+01,1.75537E+01,9.08203E-02
4.977600E+00,1.43799E+01,1.61865E+01,1.07422E-02
4.977600E+00,1.51123E+01,1.75537E+01,1.06445E-01
4.978200E+00,1.43311E+01,1.64795E+01,1.07422E-02
4.978200E+00,1.51123E+01,1.79443E+01,1.06445E-01
4.978800E+00,1.43311E+01,1.68701E+01,1.46484E-02
4.978800E+00,1.51123E+01,1.80420E+01,1.00586E-01
4.979400E+00,1.43799E+01,1.70166E+01,1.46484E-02
4.979400E+00,1.51123E+01,1.80420E+01,9.86328E-02
4.980000E+00,1.43799E+01,1.61865E+01,2.44141E-02
4.980000E+00,1.51123E+01,1.80420E+01,7.91016E-02
4.980600E+00,1.43799E+01,1.61865E+01,2.24609E-02
4.980600E+00,1.51123E+01,1.76514E+01,7.71484E-02
4.981200E+00,1.43799E+01,1.63818E+01,2.24609E-02
4.981200E+00,1.51123E+01,1.73584E+01,7.91016E-02
4.981800E+00,1.43799E+01,1.63818E+01,2.83203E-02
4.981800E+00,1.51123E+01,1.77490E+01,8.30078E-02
4.982400E+00,1.43799E+01,1.66260E+01,2.24609E-02
4.982400E+00,1.51123E+01,1.81885E+01,8.88672E-02
4.983000E+00,1.43799E+01,1.70654E+01,1.46484E-02
4.983000E+00,1.51123E+01,1.82861E+01,9.86328E-02
4.983600E+00,1.43311E+01,1.70166E+01,1.07422E-02
4.983600E+00,1.51123E+01,1.82861E+01,1.00586E-01
4.984200E+00,1.43311E+01,1.59912E+01,8.78906E-03
4.984200E+00,1.51123E+01,1.84326E+01,1.02539E-01
4.984800E+00,1.43311E+01,1.59912E+01,8.78906E-03
4.984800E+00,1.51123E+01,1.84326E+01,1.02539E-01
4.985400E+00,1.43311E+01,1.60889E+01,3.22266E-02
4.985400E+00,1.51123E+01,1.72607E+01,8.30078E-02
4.986000E+00,1.43799E+01,1.62354E+01,1.07422E-02
4.986000E+00,1.51123E+01,1.77979E+01,1.04492E-01
4.986600E+00,1.43311E+01,1.65283E+01,1.07422E-02
4.986600E+00,1.51123E+01,1.80420E+01,1.04492E-01
4.987200E+00,1.43311E+01,1.71143E+01,1.46484E-02
4.987200E+00,1.51123E+01,1.80908E+01,9.66797E-02
4.987800E+00,1.43311E+01,1.66748E+01,1.85547E-02
4.987800E+00,1.51123E+01,1.80908E+01,8.69141E-02
4.988400E+00,1.43311E+01,1.62354E+01,3.02734E-02
4.988400E+00,1.50635E+01,1.78955E+01,8.49609E-02
4.989000E+00,1.43311E+01,1.62354E+01,3.22266E-02
4.989000E+00,1.51123E+01,1.77979E+01,8.49609E-02
4.989600E+00,1.43311E+01,1.62354E+01,3.22266E-02
4.989600E+00,1.51123E+01,1.75537E+01,8.49609E-02
4.990200E+00,1.43799E+01,1.64795E+01,2.83203E-02
4.990200E+00,1.50635E+01,1.79932E+01,8.69141E-02
4.990800E+00,1.43799E+01,1.69189E+01,1.26953E-02
4.990800E+00,1.50635E+01,1.82373E+01,8.88672E-02
4.991400E+00,1.43799E+01,1.69189E+01,8.78906E-03
4.991400E+00,1.51123E+01,1.82373E+01,1.06445E-01
4.992000E+00,1.43799E+01,1.63818E+01,8.78906E-03
4.992000E+00,1.51123E+01,1.82373E+01,1.06445E-01
4.992600E+00,1.43799E+01,1.63818E+01,8.78906E-03
4.992600E+00,1.51123E+01,1.77490E+01,1.06445E-01
4.993200E+00,1.43799E+01,1.63818E+01,8.78906E-03
4.993200E+00,1.51123E+01,1.75049E+01,1.06445E-01
4.993800E+00,1.43799E+01,1.63818E+01,2.83203E-02
4.993800E+00,1.50635E+01,1.79932E+01,8.69141E-02
4.994400E+00,1.43799E+01,1.68213E+01,8.78906E-03
4.994400E+00,1.51123E+01,1.83838E+01,9.86328E-02
4.995000E+00,1.43311E+01,1.72119E+01,8.78906E-03
4.995000E+00,1.51123E+01,1.83838E+01,9.86328E-02
4.995600E+00,1.43311E+01,1.67725E+01,1.46484E-02
4.995600E+00,1.51123E+01,1.83838E+01,9.86328E-02
4.996200E+00,1.43311E+01,1.62842E+01,2.83203E-02
4.996200E+00,1.50635E+01,1.83838E+01,8.69141E-02
4.996800E+00,1.43311E+01,1.62354E+01,3.02734E-02
4.996800E+00,1.50635E+01,1.75049E+01,8.10547E-02
4.997400E+00,4.56543E+00,1.62354E+01,-1.86523E-01
4.997400E+00,1.52100E+01,1.76514E+01,1.76758E-01
4.998000E+00,4.56543E+00,1.65283E+01,-1.86523E-01
4.998000E+00,1.52100E+01,1.80908E+01,1.76758E-01
4.998600E+00,4.61426E+00,1.69189E+01,-1.02539E-01
4.998600E+00,5.34668E+00,1.82373E+01,3.41797E-02
4.999200E+00,4.66309E+00,1.68213E+01,-1.35742E-01
4.999200E+00,5.44434E+00,1.82373E+01,-2.63672E-02
4.999800E+00,4.66309E+00,1.63330E+01,-1.57227E-01
4.999800E+00,5.44434E+00,1.81885E+01,-5.37109E-02
5.000400E+00,4.66309E+00,1.61377E+01,-1.78711E-01
5.000400E+00,5.44434E+00,1.77002E+01,-6.54297E-02
5.001000E+00,4.71191E+00,1.61377E+01,-1.78711E-01
5.001000E+00,5.44434E+00,1.71143E+01,-8.88672E-02
5.001600E+00,4.76074E+00,1.61377E+01,-2.09961E-01
5.001600E+00,5.49316E+00,1.75537E+01,-7.51953E-02
5.002200E+00,4.76074E+00,1.64795E+01,-2.09961E-01
5.002200E+00,5.49316E+00,1.77979E+01,-7.51953E-02
5.002800E+00,4.76074E+00,1.68701E+01,-1.94336E-01
5.002800E+00,5.44434E+00,1.78467E+01,-1.08398E-01
5.003400E+00,4.76074E+00,1.64795E+01,-1.96289E-01
5.003400E+00,5.49316E+00,1.78467E+01,-1.08398E-01
5.004000E+00,4.71191E+00,1.59912E+01,-1.96289E-01
5.004000E+00,5.49316E+00,1.77490E+01,-1.18164E-01
5.004600E+00,4.71191E+00,1.59424E+01,-1.84570E-01
5.004600E+00,5.44434E+00,1.74072E+01,-1.24023E-01
5.005200E+00,4.76074E+00,1.59424E+01,-1.84570E-01
5.005200E+00,5.44434E+00,1.68701E+01,-1.24023E-01
5.005800E+00,4.76074E+00,1.59424E+01,-1.80664E-01
5.005800E+00,5.44434E+00,1.73096E+01,-1.29883E-01
5.006400E+00,4.71191E+00,1.62354E+01,-1.74805E-01
5.006400E+00,5.44434E+00,1.75049E+01,-1.25977E-01
5.007000E+00,4.71191E+00,1.65283E+01,-1.78711E-01
5.007000E+00,5.49316E+00,1.75049E+01,-1.10352E-01
5.007600E+00,4.76074E+00,1.56494E+01,-1.80664E-01
5.007600E+00,5.49316E+00,1.74561E+01,-1.10352E-01
5.008200E+00,4.76074E+00,1.55029E+01,-1.90430E-01
5.008200E+00,5.44434E+00,1.72607E+01,-1.10352E-01
5.008800E+00,4.76074E+00,1.54053E+01,-1.94336E-01
5.008800E+00,5.44434E+00,1.66260E+01,-1.08398E-01
5.009400E+00,4.71191E+00,1.54053E+01,-1.96289E-01
5.009400E+00,5.44434E+00,1.64307E+01,-1.08398E-01
5.010000E+00,4.71191E+00,1.54541E+01,-1.96289E-01
5.010000E+00,5.44434E+00,1.67725E+01,-1.08398E-01
5.010600E+00,4.71191E+00,1.57959E+01,-1.84570E-01
5.010600E+00,5.44434E+00,1.69678E+01,-1.10352E-01
5.011200E+00,4.71191E+00,1.61377E+01,-1.94336E-01
5.011200E+00,5.44434E+00,1.69678E+01,-1.04492E-01
5.011800E+00,4.71191E+00,1.51611E+01,-1.94336E-01
5.011800E+00,5.49316E+00,1.69678E+01,-1.04492E-01
5.012400E+00,4.71191E+00,1.48193E+01,-2.08008E-01
5.012400E+00,5.49316E+00,1.68213E+01,-9.86328E-02
5.013000E+00,4.71191E+00,1.47217E+01,-2.08008E-01
5.013000E+00,5.54199E+00,1.59424E+01,-9.66797E-02
5.013600E+00,4.71191E+00,1.47217E+01,-1.98242E-01
5.013600E+00,5.54199E+00,1.57471E+01,-9.66797E-02
5.014200E+00,4.71191E+00,1.48193E+01,-1.68945E-01
5.014200E+00,5.44434E+00,1.60400E+01,-1.20117E-01
5.014800E+00,4.71191E+00,1.50635E+01,-1.68945E-01
5.014800E+00,5.44434E+00,1.62354E+01,-1.14258E-01
5.015400E+00,4.71191E+00,1.54053E+01,-1.66992E-01
5.015400E+00,5.44434E+00,1.62842E+01,-1.14258E-01
5.016000E+00,4.71191E+00,1.50635E+01,-1.76758E-01
5.016000E+00,5.49316E+00,1.62842E+01,-1.00586E-01
5.016600E+00,4.71191E+00,1.45752E+01,-1.78711E-01
5.016600E+00,5.49316E+00,1.62354E+01,-9.86328E-02
5.017200E+00,4.71191E+00,1.43311E+01,-1.90430E-01
5.017200E+00,5.44434E+00,1.57471E+01,-8.88672E-02
5.017800E+00,4.71191E+00,1.43311E+01,-1.90430E-01
5.017800E+00,5.44434E+00,1.53564E+01,-8.88672E-02
5.018400E+00,4.71191E+00,1.43799E+01,-1.78711E-01
5.018400E+00,5.44434E+00,1.55518E+01,-8.88672E-02
5.019000E+00,4.71191E+00,1.44287E+01,-1.74805E-01
5.019000E+00,5.44434E+00,1.58447E+01,-9.47266E-02
5.019600E+00,4.71191E+00,1.48682E+01,-1.76758E-01
5.019600E+00,5.44434E+00,1.59424E+01,-9.27734E-02
5.020200E+00,4.71191E+00,1.49658E+01,-1.76758E-01
5.020200E+00,5.44434E+00,1.59424E+01,-9.27734E-02
5.020800E+00,4.71191E+00,1.43799E+01,-1.70898E-01
5.020800E+00,5.44434E+00,1.59424E+01,-9.66797E-02
5.021400E+00,4.71191E+00,1.39893E+01,-1.57227E-01
5.021400E+00,5.44434E+00,1.58447E+01,-1.04492E-01
5.022000E+00,4.71191E+00,1.39893E+01,-1.51367E-01
5.022000E+00,5.39551E+00,1.53076E+01,-1.04492E-01
5.022600E+00,4.66309E+00,1.39893E+01,-1.49414E-01
5.022600E+00,5.49316E+00,1.50146E+01,-1.00586E-01
5.023200E+00,4.66309E+00,1.40381E+01,-1.49414E-01
5.023200E+00,5.49316E+00,1.54053E+01,-9.86328E-02
5.023800E+00,4.71191E+00,1.43799E+01,-1.51367E-01
5.023800E+00,5.44434E+00,1.55518E+01,-9.27734E-02
5.024400E+00,4.71191E+00,1.46729E+01,-1.63086E-01
5.024400E+00,5.39551E+00,1.55518E+01,-8.10547E-02
5.025000E+00,4.71191E+00,1.39404E+01,-1.63086E-01
5.025000E+00,5.39551E+00,1.55518E+01,-7.91016E-02
5.025600E+00,4.66309E+00,1.36475E+01,-1.63086E-01
5.025600E+00,5.39551E+00,1.55518E+01,-7.32422E-02
5.026200E+00,4.66309E+00,1.35498E+01,-1.65039E-01
5.026200E+00,5.39551E+00,1.50146E+01,-7.32422E-02
5.026800E+00,4.71191E+00,1.35010E+01,-1.65039E-01
5.026800E+00,5.44434E+00,1.45752E+01,-7.32422E-02
5.027400E+00,4.66309E+00,1.35010E+01,-1.63086E-01
5.027400E+00,5.44434E+00,1.46240E+01,-7.91016E-02
5.028000E+00,4.66309E+00,1.35986E+01,-1.63086E-01
5.028000E+00,5.44434E+00,1.49170E+01,-7.71484E-02
5.028600E+00,4.71191E+00,1.38916E+01,-1.61133E-01
5.028600E+00,5.44434E+00,1.50146E+01,-7.71484E-02
5.029200E+00,4.71191E+00,1.41846E+01,-1.61133E-01
5.029200E+00,5.44434E+00,1.50146E+01,-7.91016E-02
5.029800E+00,4.71191E+00,1.36475E+01,-1.39648E-01
5.029800E+00,5.44434E+00,1.50146E+01,-9.08203E-02
5.030400E+00,4.71191E+00,1.32568E+01,-1.33789E-01
5.030400E+00,5.39551E+00,1.49658E+01,-8.88672E-02
5.031000E+00,4.66309E+00,1.30615E+01,-1.37695E-01
5.031000E+00,5.39551E+00,1.44287E+01,-8.30078E-02
5.031600E+00,4.66309E+00,1.30615E+01,-1.37695E-01
5.031600E+00,5.39551E+00,1.39893E+01,-8.10547E-02
5.032200E+00,4.66309E+00,1.30615E+01,-1.37695E-01
5.032200E+00,5.39551E+00,1.40381E+01,-7.91016E-02
5.032800E+00,4.71191E+00,1.31104E+01,-1.43555E-01
5.032800E+00,5.34668E+00,1.43799E+01,-6.93359E-02
5.033400E+00,4.66309E+00,1.33545E+01,-1.43555E-01
5.033400E+00,5.39551E+00,1.45752E+01,-6.54297E-02
5.034000E+00,4.66309E+00,1.36475E+01,-1.49414E-01
5.034000E+00,5.39551E+00,1.46240E+01,-5.76172E-02
5.034600E+00,4.66309E+00,1.35498E+01,-1.49414E-01
5.034600E+00,5.39551E+00,1.46240E+01,-5.76172E-02
5.035200E+00,4.66309E+00,1.27686E+01,-1.43555E-01
5.035200E+00,5.39551E+00,1.45752E+01,-6.54297E-02
5.035800E+00,4.66309E+00,1.27686E+01,-1.49414E-01
5.035800E+00,5.39551E+00,1.43311E+01,-6.15234E-02
5.036400E+00,4.66309E+00,1.27686E+01,-1.49414E-01
5.036400E+00,5.34668E+00,1.38428E+01,-6.15234E-02
5.037000E+00,4.61426E+00,1.28174E+01,-1.43555E-01
5.037000E+00,5.34668E+00,1.37451E+01,-6.54297E-02
5.037600E+00,4.61426E+00,1.28174E+01,-1.43555E-01
5.037600E+00,5.34668E+00,1.39893E+01,-6.54297E-02
5.038200E+00,4.66309E+00,1.31104E+01,-1.24023E-01
5.038200E+00,5.34668E+00,1.41357E+01,-7.51953E-02
5.038800E+00,4.66309E+00,1.32568E+01,-1.22070E-01
5.038800E+00,5.34668E+00,1.41846E+01,-7.32422E-02
5.039400E+00,4.66309E+00,1.33057E+01,-1.16211E-01
5.039400E+00,5.34668E+00,1.41846E+01,-7.12891E-02
5.040000E+00,4.66309E+00,1.22314E+01,-1.18164E-01
5.040000E+00,5.34668E+00,1.41357E+01,-6.54297E-02
5.040600E+00,4.66309E+00,1.22314E+01,-1.22070E-01
5.040600E+00,5.34668E+00,1.40869E+01,-6.34766E-02
5.041200E+00,4.66309E+00,1.24268E+01,-1.33789E-01
5.041200E+00,5.34668E+00,1.33545E+01,-5.56641E-02
5.041800E+00,4.66309E+00,1.24268E+01,-1.33789E-01
5.041800E+00,5.34668E+00,1.32568E+01,-5.56641E-02
5.042400E+00,4.66309E+00,1.24268E+01,-1.35742E-01
5.042400E+00,5.34668E+00,1.34033E+01,-4.39453E-02
5.043000E+00,4.66309E+00,1.25732E+01,-1.35742E-01
5.043000E+00,5.34668E+00,1.36963E+01,-4.39453E-02
5.043600E+00,4.66309E+00,1.27686E+01,-1.20117E-01
5.043600E+00,5.34668E+00,1.37939E+01,-6.15234E-02
5.044200E+00,4.66309E+00,1.29639E+01,-1.29883E-01
5.044200E+00,5.34668E+00,1.38428E+01,-4.00391E-02
5.044800E+00,4.66309E+00,1.28174E+01,-1.31836E-01
5.044800E+00,5.34668E+00,1.38428E+01,-4.00391E-02
5.045400E+00,4.66309E+00,1.22803E+01,-1.31836E-01
5.045400E+00,5.34668E+00,1.37451E+01,-5.17578E-02
5.046000E+00,4.66309E+00,1.17920E+01,-1.27930E-01
5.046000E+00,5.34668E+00,1.35498E+01,-5.37109E-02
5.046600E+00,4.66309E+00,1.17920E+01,-1.20117E-01
5.046600E+00,5.34668E+00,1.32568E+01,-5.17578E-02
5.047200E+00,4.66309E+00,1.18408E+01,-1.14258E-01
5.047200E+00,5.34668E+00,1.26709E+01,-5.17578E-02
5.047800E+00,4.66309E+00,1.18408E+01,-1.10352E-01
5.047800E+00,5.34668E+00,1.29150E+01,-5.95703E-02
5.048400E+00,4.56543E+00,1.19385E+01,-1.06445E-01
5.048400E+00,5.34668E+00,1.31592E+01,-5.37109E-02
5.049000E+00,4.56543E+00,1.21826E+01,-1.12305E-01
5.049000E+00,5.34668E+00,1.32568E+01,-5.37109E-02
5.049600E+00,4.66309E+00,1.24268E+01,-1.22070E-01
5.049600E+00,5.34668E+00,1.32568E+01,-3.80859E-02
5.050200E+00,4.66309E+00,1.22803E+01,-1.22070E-01
5.050200E+00,5.34668E+00,1.32568E+01,-3.61328E-02
5.050800E+00,4.56543E+00,1.19873E+01,-1.25977E-01
5.050800E+00,5.34668E+00,1.32080E+01,-3.61328E-02
5.051400E+00,4.56543E+00,1.16455E+01,-1.25977E-01
5.051400E+00,5.34668E+00,1.30615E+01,-3.61328E-02
5.052000E+00,4.66309E+00,1.14990E+01,-1.02539E-01
5.052000E+00,5.34668E+00,1.30127E+01,-5.17578E-02
5.052600E+00,4.66309E+00,1.14990E+01,-1.20117E-01
5.052600E+00,5.34668E+00,1.24268E+01,-3.80859E-02
5.053200E+00,4.66309E+00,1.14990E+01,-1.20117E-01
5.053200E+00,5.34668E+00,1.25732E+01,-3.61328E-02
5.053800E+00,4.66309E+00,1.16455E+01,-1.14258E-01
5.053800E+00,5.34668E+00,1.27197E+01,-3.61328E-02
5.054400E+00,4.66309E+00,1.18408E+01,-1.14258E-01
5.054400E+00,5.34668E+00,1.28662E+01,-4.39453E-02
5.055000E+00,4.66309E+00,1.20361E+01,-1.04492E-01
5.055000E+00,5.29785E+00,1.29639E+01,-5.37109E-02
5.055600E+00,4.66309E+00,1.20850E+01,-9.86328E-02
5.055600E+00,5.34668E+00,1.29639E+01,-5.17578E-02
5.056200E+00,4.66309E+00,1.16943E+01,-1.00586E-01
5.056200E+00,5.34668E+00,1.29150E+01,-5.17578E-02
5.056800E+00,4.61426E+00,1.12061E+01,-1.02539E-01
5.056800E+00,5.34668E+00,1.28662E+01,-4.98047E-02
5.057400E+00,4.61426E+00,1.11572E+01,-1.08398E-01
5.057400E+00,5.34668E+00,1.24268E+01,-4.39453E-02
5.058000E+00,4.61426E+00,1.11572E+01,-1.20117E-01
5.058000E+00,5.34668E+00,1.20361E+01,-3.22266E-02
5.058600E+00,4.56543E+00,1.11572E+01,-1.20117E-01
5.058600E+00,5.34668E+00,1.21338E+01,-3.02734E-02
5.059200E+00,4.56543E+00,1.12061E+01,-1.20117E-01
5.059200E+00,5.29785E+00,1.23291E+01,-2.63672E-02
5.059800E+00,4.56543E+00,1.14502E+01,-1.20117E-01
5.059800E+00,5.29785E+00,1.25244E+01,-2.63672E-02
5.060400E+00,4.56543E+00,1.16455E+01,-1.00586E-01
5.060400E+00,5.29785E+00,1.26221E+01,-4.00391E-02
5.061000E+00,4.56543E+00,1.17920E+01,-1.12305E-01
5.061000E+00,5.34668E+00,1.26221E+01,-2.24609E-02
5.061600E+00,4.61426E+00,1.14502E+01,-1.12305E-01
5.061600E+00,5.34668E+00,1.26221E+01,-9.76563E-04
5.062200E+00,4.61426E+00,1.10107E+01,-1.04492E-01
5.062200E+00,5.29785E+00,1.25244E+01,-9.76563E-04
5.062800E+00,4.61426E+00,1.08154E+01,-9.66797E-02
5.062800E+00,5.29785E+00,1.21826E+01,-2.83203E-02
5.063400E+00,4.61426E+00,1.06689E+01,-9.27734E-02
5.063400E+00,5.29785E+00,1.17920E+01,-4.00391E-02
5.064000E+00,4.61426E+00,1.06689E+01,-9.27734E-02
5.064000E+00,5.29785E+00,1.17432E+01,-4.19922E-02
5.064600E+00,4.61426E+00,1.07666E+01,-9.08203E-02
5.064600E+00,5.29785E+00,1.17432E+01,-4.39453E-02
5.065200E+00,4.61426E+00,1.08643E+01,-9.27734E-02
5.065200E+00,5.29785E+00,1.19385E+01,-4.00391E-02
5.065800E+00,4.61426E+00,1.11084E+01,-9.66797E-02
5.065800E+00,5.29785E+00,1.21338E+01,-3.61328E-02
5.066400E+00,4.61426E+00,1.13037E+01,-1.06445E-01
5.066400E+00,5.34668E+00,1.21826E+01,-2.24609E-02
5.067000E+00,4.56543E+00,1.13037E+01,-1.06445E-01
5.067000E+00,5.34668E+00,1.21826E+01,-2.05078E-02
5.067600E+00,4.56543E+00,1.08643E+01,-1.14258E-01
5.067600E+00,5.34668E+00,1.21826E+01,-1.07422E-02
5.068200E+00,4.56543E+00,1.06201E+01,-1.14258E-01
5.068200E+00,5.34668E+00,1.20850E+01,-1.07422E-02
5.068800E+00,4.56543E+00,1.05225E+01,-8.88672E-02
5.068800E+00,5.34668E+00,1.15479E+01,-3.61328E-02
5.069400E+00,4.56543E+00,1.04248E+01,-1.06445E-01
5.069400E+00,5.34668E+00,1.14014E+01,-1.85547E-02
5.070000E+00,4.56543E+00,1.04248E+01,-1.06445E-01
5.070000E+00,5.29785E+00,1.13037E+01,-1.85547E-02
5.070600E+00,4.61426E+00,1.04248E+01,-1.00586E-01
5.070600E+00,5.29785E+00,1.14502E+01,-2.24609E-02
5.071200E+00,4.56543E+00,1.05713E+01,-8.69141E-02
5.071200E+00,5.29785E+00,1.16943E+01,-2.83203E-02
5.071800E+00,4.56543E+00,1.07178E+01,-8.49609E-02
5.071800E+00,5.29785E+00,1.17432E+01,-3.80859E-02
5.072400E+00,4.61426E+00,1.09619E+01,-8.30078E-02
5.072400E+00,5.29785E+00,1.18408E+01,-3.22266E-02
5.073000E+00,4.56543E+00,1.10107E+01,-8.10547E-02
5.073000E+00,5.29785E+00,1.18408E+01,-3.22266E-02
5.073600E+00,4.56543E+00,1.08643E+01,-8.88672E-02
5.073600E+00,5.29785E+00,1.17920E+01,-2.83203E-02
5.074200E+00,4.56543E+00,1.04248E+01,-9.27734E-02
5.074200E+00,5.34668E+00,1.17432E+01,-2.63672E-02
5.074800E+00,4.56543E+00,1.02783E+01,-1.10352E-01
5.074800E+00,5.34668E+00,1.15967E+01,-1.66016E-02
5.075400E+00,4.56543E+00,1.02295E+01,-1.10352E-01
5.075400E+00,5.29785E+00,1.12549E+01,-8.78906E-03
5.076000E+00,4.56543E+00,1.02295E+01,-1.04492E-01
5.076000E+00,5.29785E+00,1.10107E+01,-6.83594E-03
5.076600E+00,4.56543E+00,1.02295E+01,-1.00586E-01
5.076600E+00,5.29785E+00,1.11084E+01,-6.83594E-03
5.077200E+00,4.56543E+00,1.02783E+01,-8.30078E-02
5.077200E+00,5.29785E+00,1.12549E+01,-2.24609E-02
5.077800E+00,4.51660E+00,1.04248E+01,-9.47266E-02
5.077800E+00,5.29785E+00,1.14014E+01,-6.83594E-03
5.078400E+00,4.51660E+00,1.05713E+01,-9.47266E-02
5.078400E+00,5.29785E+00,1.14502E+01,-4.88281E-03
5.079000E+00,4.56543E+00,1.06689E+01,-9.27734E-02
5.079000E+00,5.29785E+00,1.14502E+01,-4.88281E-03
5.079600E+00,4.61426E+00,1.06201E+01,-7.71484E-02
5.079600E+00,5.29785E+00,1.14502E+01,-2.24609E-02
5.080200E+00,4.56543E+00,1.00830E+01,-7.51953E-02
5.080200E+00,5.29785E+00,1.14014E+01,-2.44141E-02
5.080800E+00,4.56543E+00,9.98535E+00,-7.51953E-02
5.080800E+00,5.24902E+00,1.13037E+01,-2.44141E-02
5.081400E+00,4.51660E+00,9.88769E+00,-7.71484E-02
5.081400E+00,5.29785E+00,1.10107E+01,-2.44141E-02
5.082000E+00,4.51660E+00,9.83887E+00,-7.91016E-02
5.082000E+00,5.29785E+00,1.07178E+01,-2.24609E-02
5.082600E+00,4.56543E+00,9.83887E+00,-9.86328E-02
5.082600E+00,5.29785E+00,1.06689E+01,-1.46484E-02
5.083200E+00,4.51660E+00,9.83887E+00,-9.86328E-02
5.083200E+00,5.29785E+00,1.08643E+01,-8.78906E-03
