in s,C1 in V,C2 in V
-5.41920E+00,1.36475E+01,1.67725E+01
-5.41800E+00,1.36475E+01,1.68701E+01
-5.41680E+00,1.36963E+01,1.60889E+01
-5.41560E+00,1.36475E+01,1.63818E+01
-5.41440E+00,1.36475E+01,1.70654E+01
-5.41320E+00,1.36475E+01,1.64795E+01
-5.41200E+00,1.36475E+01,1.61377E+01
-5.41080E+00,1.35498E+01,1.68213E+01
-5.40960E+00,1.35986E+01,1.63818E+01
-5.40840E+00,1.34521E+01,1.60889E+01
-5.40720E+00,1.34521E+01,1.65283E+01
-5.40600E+00,1.33545E+01,1.71631E+01
-5.40480E+00,1.36475E+01,1.59912E+01
-5.40360E+00,1.34033E+01,1.59424E+01
-5.40240E+00,1.34521E+01,1.68213E+01
-5.40120E+00,1.36475E+01,1.67236E+01
-5.40000E+00,1.34521E+01,1.57471E+01
-5.39880E+00,1.33545E+01,1.65771E+01
-5.39760E+00,1.35498E+01,1.70654E+01
-5.39640E+00,1.37451E+01,1.60889E+01
-5.39520E+00,1.35010E+01,1.64307E+01
-5.39400E+00,1.35498E+01,1.70166E+01
-5.39280E+00,1.35986E+01,1.63330E+01
-5.39160E+00,1.35010E+01,1.59424E+01
-5.39040E+00,1.34521E+01,1.68213E+01
-5.38920E+00,1.35010E+01,1.69678E+01
-5.38800E+00,1.35986E+01,1.58936E+01
-5.38680E+00,1.33545E+01,1.60889E+01
-5.38560E+00,1.35986E+01,1.70166E+01
-5.38440E+00,1.34521E+01,1.63818E+01
-5.38320E+00,1.35010E+01,1.57959E+01
-5.38200E+00,1.35986E+01,1.69678E+01
-5.38080E+00,1.35498E+01,1.69189E+01
-5.37960E+00,1.34521E+01,1.59912E+01
-5.37840E+00,1.35498E+01,1.64795E+01
-5.37720E+00,1.34521E+01,1.71143E+01
-5.37600E+00,1.34033E+01,1.62842E+01
-5.37480E+00,1.34033E+01,1.57959E+01
-5.37360E+00,1.32568E+01,1.68213E+01
-5.37240E+00,1.34033E+01,1.66748E+01
-5.37120E+00,1.35010E+01,1.59912E+01
-5.37000E+00,1.35010E+01,1.63818E+01
-5.36880E+00,1.35498E+01,1.70166E+01
-5.36760E+00,1.34521E+01,1.61377E+01
-5.36640E+00,1.34521E+01,1.59912E+01
-5.36520E+00,1.35498E+01,1.69678E+01
-5.36400E+00,1.32568E+01,1.66260E+01
-5.36280E+00,1.34521E+01,1.54541E+01
-5.36160E+00,1.34033E+01,1.64307E+01
-5.36040E+00,1.35010E+01,1.69189E+01
-5.35920E+00,1.34033E+01,1.59424E+01
-5.35800E+00,1.34033E+01,1.59424E+01
-5.35680E+00,1.35010E+01,1.68213E+01
-5.35560E+00,1.34033E+01,1.65771E+01
-5.35440E+00,1.35010E+01,1.60400E+01
-5.35320E+00,1.35498E+01,1.65771E+01
-5.35200E+00,1.34521E+01,1.69678E+01
-5.35080E+00,1.35010E+01,1.58447E+01
-5.34960E+00,1.33545E+01,1.60400E+01
-5.34840E+00,1.34521E+01,1.68701E+01
-5.34720E+00,1.34033E+01,1.62354E+01
-5.34600E+00,1.34521E+01,1.56006E+01
-5.34480E+00,1.33545E+01,1.62354E+01
-5.34360E+00,1.34521E+01,1.68213E+01
-5.34240E+00,1.33057E+01,1.57471E+01
-5.34120E+00,1.32080E+01,1.59912E+01
-5.34000E+00,1.33057E+01,1.68701E+01
-5.33880E+00,1.31592E+01,1.62354E+01
-5.33760E+00,1.32080E+01,1.60889E+01
-5.33640E+00,1.33545E+01,1.66748E+01
-5.33520E+00,1.32568E+01,1.68701E+01
-5.33400E+00,1.32080E+01,1.57471E+01
